Name,Academic Press,Conflict Resolution,Course Clarity,Cultural Awareness and Inclusive Classroom Instruction,Guidance,Inclusive Leadership,Personal Attention and Support,Preventing Bullying,Safety,Social Emotional,Student-Student Trust,Student-Teacher Trust,system_code,fiscal_year,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct,Simple_Name
27Q480 - John Adams High School,65.0,74.0,70.0,82.0,80.0,83.0,61.0,55.0,75.0,56.0,69.0,81.0,27Q480,2020,Q480,John Adams High School,342700011480,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1930-07-01T00:00:00.000,Open,Q480,101-01 ROCKAWAY BOULEVARD,NY,1029012.0,187084.0,-73.838616,40.680065,410.0,32.0,9400.0,4095220032.0,QN55,South Ozone Park,Daniel Scanlon,Principal,718-322-0500,718-738-9077,27,27,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",410.0,106.0,27
"27Q650 - High School for Construction Trades, Engineering and Architecture",72.0,78.0,75.0,82.0,85.0,86.0,66.0,68.0,83.0,57.0,82.0,83.0,27Q650,2020,Q650,"High School for Construction Trades, Engineering a",342700011650,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2006-07-01T00:00:00.000,Open,Q650,94-06 104TH STREET,NY,1028213.0,190402.0,-73.841475,40.689177,409.0,28.0,11400.0,4093810044.0,QN54,Richmond Hill,Lakeisha Gordon,Principal,718-846-6280,718-846-6283,27,27,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",409.0,102.0,27
28Q008 - J.H.S. 008 Richard S. Grossley,61.0,69.0,65.0,77.0,79.0,84.0,57.0,48.0,66.0,52.0,53.0,72.0,28Q008,2020,Q008,J.H.S. 008 Richard S. Grossley,342800010008,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1963-07-01T00:00:00.000,Open,Q008,108-35 167 STREET,NY,1043479.0,193252.0,-73.786403,40.69691,412.0,27.0,25800.0,4101780001.0,QN01,South Jamaica,Katiana Louissaint,I.A. Principal,718-739-6883,718-526-2727,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,412.0,103.0,28
28Q072 - Catherine & Count Basie Middle School 72,64.0,72.0,69.0,77.0,76.0,74.0,62.0,48.0,74.0,56.0,54.0,72.0,28Q072,2020,Q072,Catherine & Count Basie Middle School 72,342800010072,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1967-07-01T00:00:00.000,Open,Q072,133-25 GUY R BREWER BOULEVARD,NY,1046483.0,185282.0,-73.775643,40.675014,412.0,28.0,33402.0,4124950270.0,QN02,Springfield Gardens North,OMOTAYO CINEUS,Principal,718-723-6200,718-527-1675,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,412.0,113.0,28
28Q099 - P.S. 099 Kew Gardens,76.0,84.0,82.0,87.0,88.0,87.0,75.0,66.0,94.0,65.0,74.0,85.0,28Q099,2020,Q099,P.S. 099 Kew Gardens,342800010099,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06",1924-07-01T00:00:00.000,Open,Q099,82-37 KEW GARDENS ROAD,NY,1032011.0,198543.0,-73.827722,40.711502,409.0,29.0,21600.0,4033600001.0,QN60,Kew Gardens,PAULETTE FOGLIO,Principal,718-544-4343,718-544-5992,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,409.0,102.0,28
28Q157 - J.H.S. 157 Stephen A. Halsey,66.0,74.0,75.0,83.0,71.0,78.0,65.0,50.0,78.0,55.0,63.0,79.0,28Q157,2020,Q157,J.H.S. 157 Stephen A. Halsey,342800010157,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08,09",1948-07-01T00:00:00.000,Open,Q157,63-55 102ND STREET,NY,1025024.0,206125.0,-73.852879,40.732348,406.0,29.0,72100.0,4021260014.0,QN17,Forest Hills,VINCENT SURACI,Principal,718-830-4910,718-830-4993,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,406.0,112.0,28
28Q167 - Metropolitan Expeditionary Learning School,65.0,67.0,69.0,82.0,75.0,83.0,64.0,53.0,76.0,52.0,69.0,76.0,28Q167,2020,Q167,Metropolitan Expeditionary Learning School,342800011167,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2010-07-01T00:00:00.000,Open,Q686,91-30 METROPOLITAN AVENUE,NY,1024300.0,197410.0,-73.855543,40.708431,406.0,29.0,64500.0,4038860800.0,QN17,Forest Hills,PATRICK FINLEY,Principal,718-286-3500,718-286-3501,28,28,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",406.0,112.0,28
28Q190 - J.H.S. 190 Russell Sage,62.0,68.0,68.0,78.0,83.0,77.0,60.0,45.0,73.0,54.0,59.0,75.0,28Q190,2020,Q190,J.H.S. 190 Russell Sage,342800010190,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1954-07-01T00:00:00.000,Open,Q190,68-17 AUSTIN STREET,NY,1025356.0,202894.0,-73.8517,40.723478,406.0,29.0,71305.0,4031720002.0,QN17,Forest Hills,John Greggo,Principal,718-830-4970,718-830-3566,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,406.0,112.0,28
28Q217 - J.H.S. 217 Robert A. Van Wyck,69.0,78.0,72.0,84.0,84.0,83.0,68.0,44.0,76.0,61.0,63.0,82.0,28Q217,2020,Q217,J.H.S. 217 Robert A. Van Wyck,342800010217,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1956-07-01T00:00:00.000,Open,Q217,85-05 144 STREET,NY,1036520.0,198145.0,-73.811461,40.710384,408.0,24.0,23200.0,4097240173.0,QN35,Briarwood-Jamaica Hills,PATRICK BURNS,Principal,718-657-1120,718-291-3668,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,408.0,107.0,28
28Q284 - York Early College Academy,70.0,74.0,74.0,83.0,86.0,81.0,66.0,56.0,73.0,57.0,66.0,82.0,28Q284,2020,Q284,York Early College Academy,342800011284,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2006-07-01T00:00:00.000,Open,Q008,108-35 167 STREET,NY,1043479.0,193252.0,-73.786403,40.69691,412.0,27.0,25800.0,4101780001.0,QN01,South Jamaica,Noah Angeles,Principal,718-262-8547,718-558-4257,28,28,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 1- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",412.0,103.0,28
28Q287 - The Emerson School,55.0,58.0,58.0,72.0,71.0,66.0,50.0,35.0,58.0,47.0,38.0,63.0,28Q287,2020,Q287,The Emerson School,342800010287,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2013-07-01T00:00:00.000,Open,Q008,108-35 167 STREET,NY,1043479.0,193252.0,-73.786403,40.69691,412.0,27.0,25800.0,4101780001.0,QN01,South Jamaica,Jakub Lau,Principal,718-657-4801,718-657-4807,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,412.0,103.0,28
28Q310 - Queens Collegiate: A College Board School,60.0,67.0,64.0,78.0,71.0,77.0,58.0,49.0,68.0,52.0,56.0,76.0,28Q310,2020,Q310,Queens Collegiate: A College Board School,342800011310,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2008-07-01T00:00:00.000,Open,Q470,167-01 GOTHIC DRIVE,NY,1040066.0,199671.0,-73.798658,40.714551,408.0,24.0,45200.0,4098580100.0,QN35,Briarwood-Jamaica Hills,JAIME DUBEI,Principal,718-658-4016,718-658-5149,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",408.0,107.0,28
28Q325 - Hillside Arts & Letters Academy,73.0,81.0,79.0,90.0,87.0,92.0,75.0,71.0,86.0,63.0,82.0,90.0,28Q325,2020,Q325,Hillside Arts & Letters Academy,342800011325,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2010-07-01T00:00:00.000,Open,Q470,167-01 GOTHIC DRIVE,NY,1040066.0,199671.0,-73.798658,40.714551,408.0,24.0,45200.0,4098580100.0,QN35,Briarwood-Jamaica Hills,Raquel Nolasco,Principal,718-658-1249,718-658-1613,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",408.0,107.0,28
28Q328 - High School for Community Leadership,75.0,85.0,82.0,89.0,89.0,91.0,78.0,72.0,84.0,66.0,84.0,89.0,28Q328,2020,Q328,High School for Community Leadership,342800011328,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2010-07-01T00:00:00.000,Open,Q470,167-01 GOTHIC DRIVE,NY,1040066.0,199671.0,-73.798658,40.714551,408.0,24.0,45200.0,4098580100.0,QN35,Briarwood-Jamaica Hills,CARLOS BORRERO,Principal,718-558-9801,718-558-9807,28,28,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",408.0,107.0,28
28Q338 - Queens Satellite High School for Opportunity,71.0,90.0,79.0,94.0,87.0,93.0,74.0,78.0,89.0,69.0,74.0,89.0,28Q338,2020,Q338,Queens Satellite High School for Opportunity,342800011338,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",2010-07-01T00:00:00.000,Open,Q595,162-02 HILLSIDE AVENUE,NY,1039829.0,197358.0,-73.799532,40.708204,412.0,24.0,44602.0,4097680022.0,QN61,Jamaica,THOMAS MCKENNA,Principal,718-657-3920,718-658-2309,28,28,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",412.0,103.0,28
28Q350 - Jamaica Gateway to the Sciences,68.0,79.0,71.0,79.0,80.0,81.0,66.0,67.0,82.0,56.0,79.0,81.0,28Q350,2020,Q350,Jamaica Gateway to the Sciences,342800011350,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2011-07-01T00:00:00.000,Open,Q470,167-01 GOTHIC DRIVE,NY,1040066.0,199671.0,-73.798658,40.714551,408.0,24.0,45200.0,4098580100.0,QN35,Briarwood-Jamaica Hills,CAREN BIRCHWOOD TAYLO,Principal,718-480-2689,718-480-2697,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",408.0,107.0,28
28Q358 - M.S. 358,73.0,80.0,78.0,87.0,91.0,87.0,72.0,56.0,78.0,63.0,65.0,82.0,28Q358,2020,Q358,M.S. 358,342800010358,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2015-07-01T00:00:00.000,Open,Q314,88-08 164TH STREET,NY,1040178.0,197421.0,-73.797981,40.708698,412.0,24.0,44602.0,4098130033.0,QN61,Jamaica,BRENDAN MIMS,Principal,718-558-6240,,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 3- Queens South,,,,412.0,103.0,28
28Q440 - Forest Hills High School,78.0,88.0,79.0,90.0,91.0,95.0,75.0,58.0,90.0,64.0,90.0,90.0,28Q440,2020,Q440,Forest Hills High School,342800011440,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1941-07-01T00:00:00.000,Open,Q440,67-01 110 STREET,NY,1027494.0,205280.0,-73.843972,40.730017,406.0,29.0,74700.0,4021890002.0,QN17,Forest Hills,PAUL WILBUR,I.A. Principal,718-268-3137,718-793-7850,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",406.0,112.0,28
28Q505 - Hillcrest High School,66.0,76.0,67.0,83.0,81.0,83.0,61.0,57.0,76.0,56.0,71.0,80.0,28Q505,2020,Q505,Hillcrest High School,342800011505,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1971-07-01T00:00:00.000,Open,Q505,160-05 HIGHLAND AVENUE,NY,1038866.0,197814.0,-73.803001,40.709461,408.0,24.0,44800.0,4097740001.0,QN35,Briarwood-Jamaica Hills,,,718-658-5407,718-739-5137,28,28,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",408.0,107.0,28
28Q620 - Thomas A. Edison Career and Technical Education High School,70.0,81.0,75.0,83.0,85.0,86.0,65.0,71.0,87.0,58.0,86.0,83.0,28Q620,2020,Q620,Thomas A. Edison Career and Technical Education Hi,342800011620,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",1959-07-01T00:00:00.000,Open,Q620,165-65 84 AVENUE,NY,1039778.0,200224.0,-73.799692,40.716071,408.0,24.0,45200.0,4098670002.0,QN35,Briarwood-Jamaica Hills,Moses Ojeda,Principal,718-297-6580,718-658-0365,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",408.0,107.0,28
28Q680 - Queens Gateway to Health Sciences Secondary School,68.0,69.0,70.0,80.0,77.0,81.0,56.0,63.0,79.0,53.0,72.0,83.0,28Q680,2020,Q680,Queens Gateway to Health Sciences Secondary School,342800011680,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","07,08,09,10,11,12",1998-07-01T00:00:00.000,Open,Q695,160-20 GOETHALS AVENUE,NY,1038049.0,200933.0,-73.805923,40.718027,408.0,24.0,126700.0,4068580001.0,QN38,Pomonok-Flushing Heights-Hillcrest,Judy Henry,Principal,718-969-3155,718-969-3552,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",408.0,107.0,28
28Q686 - Queens Metropolitan High School,67.0,82.0,73.0,83.0,88.0,88.0,64.0,71.0,86.0,58.0,82.0,81.0,28Q686,2020,Q686,Queens Metropolitan High School,342800011686,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2010-07-01T00:00:00.000,Open,Q686,91-30 METROPOLITAN AVENUE,NY,1024300.0,197410.0,-73.855543,40.708431,406.0,29.0,64500.0,4038860800.0,QN17,Forest Hills,SAIDA RODRIGUEZTABONE,Principal,718-286-3600,718-286-3601,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",406.0,112.0,28
28Q687 - Queens High School for the Sciences at York College,72.0,68.0,74.0,81.0,84.0,60.0,60.0,83.0,74.0,50.0,90.0,79.0,28Q687,2020,Q687,Queens High School for the Sciences at York Colleg,342800011687,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2002-07-01T00:00:00.000,Open,Q774,94-50 159 STREET,NY,1040159.0,194692.0,-73.798364,40.700884,412.0,27.0,24600.0,4100990052.0,QN61,Jamaica,Ana De Jesus,Principal,718-657-3181,718-657-2579,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",412.0,103.0,28
28Q690 - High School for Law Enforcement and Public Safety,61.0,71.0,61.0,80.0,73.0,80.0,56.0,52.0,71.0,53.0,63.0,75.0,28Q690,2020,Q690,High School for Law Enforcement and Public Safety,342800011690,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12,SE",2003-07-01T00:00:00.000,Open,Q690,116-25 GUY R BREWER BOULEVARD,NY,1044311.0,189220.0,-73.783438,40.685838,412.0,28.0,27800.0,4123350049.0,QN76,Baisley Park,Laura Van Deren,Principal,718-977-4800,718-977-4802,28,28,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",412.0,113.0,28
"28Q896 - Young Women's Leadership School, Queens",66.0,71.0,65.0,80.0,76.0,79.0,57.0,62.0,76.0,50.0,74.0,77.0,28Q896,2020,Q896,"Young Women's Leadership School, Queens",342800011896,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12","07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,Q680,150-91 87 ROAD,NY,1038544.0,197430.0,-73.804166,40.708409,408.0,24.0,23600.0,4097070048.0,QN35,Briarwood-Jamaica Hills,Mala Panday,Principal,718-725-0402,718-725-0390,28,28,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 2- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",408.0,107.0,28
29Q059 - I.S. 059 Springfield Gardens,63.0,67.0,69.0,79.0,76.0,80.0,60.0,42.0,69.0,57.0,48.0,72.0,29Q059,2020,Q059,I.S. 059 Springfield Gardens,342900010059,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1956-07-01T00:00:00.000,Open,Q059,132-55 RIDGEDALE STREET,NY,1052820.0,187801.0,-73.752772,40.681881,412.0,27.0,35200.0,4127230076.0,QN08,St. Albans,KIMLYN GREIG,Principal,718-527-3501,718-276-1364,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,412.0,113.0,29
29Q109 - Jean Nuzzi Intermediate School,65.0,64.0,70.0,80.0,83.0,74.0,61.0,43.0,70.0,54.0,56.0,77.0,29Q109,2020,Q109,Jean Nuzzi Intermediate School,342900010109,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1925-07-01T00:00:00.000,Open,Q109,213-10 92 AVENUE,NY,1054554.0,201721.0,-73.746375,40.720074,413.0,23.0,54200.0,4106260001.0,QN34,Queens Village,Karleen Adam Comrie,Principal,718-465-0651,718-264-1246,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,413.0,105.0,29
29Q116 - P.S./I.S. 116 William C. Hughley,63.0,68.0,66.0,74.0,70.0,68.0,59.0,43.0,66.0,48.0,43.0,70.0,29Q116,2020,Q116,P.S./I.S. 116 William C. Hughley,342900010116,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1925-07-01T00:00:00.000,Open,Q116,107-25 WREN PLACE,NY,1044741.0,194687.0,-73.781839,40.70084,412.0,27.0,41400.0,4102500001.0,QN01,South Jamaica,Debra Farrow,Principal,718-526-4884,718-658-5663,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,412.0,103.0,29
29Q138 - P.S./M.S. 138 Sunrise,63.0,67.0,67.0,78.0,80.0,73.0,61.0,44.0,68.0,58.0,45.0,72.0,29Q138,2020,Q138,P.S./M.S. 138 Sunrise,342900010138,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1931-07-01T00:00:00.000,Open,Q138,251-11 WELLER AVENUE,NY,1057956.0,179799.0,-73.734342,40.659876,413.0,31.0,66000.0,4135780001.0,QN05,Rosedale,James Mc Enaney,Principal,929-600-5777,929-600-5779,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,413.0,105.0,29
29Q147 - P.S./M.S. 147 Ronald McNair,70.0,68.0,80.0,85.0,83.0,85.0,68.0,57.0,75.0,65.0,54.0,79.0,29Q147,2020,Q147,P.S./M.S. 147 Ronald McNair,342900010147,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",1930-07-01T00:00:00.000,Open,Q147,218-01 116 AVENUE,NY,1056306.0,193694.0,-73.74014,40.698028,413.0,27.0,59800.0,4113000001.0,QN33,Cambria Heights,Afua Hill,Principal,718-528-2420,718-723-7819,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,413.0,105.0,29
29Q192 - I.S. 192 The Linden,64.0,69.0,67.0,77.0,81.0,83.0,59.0,43.0,70.0,52.0,49.0,73.0,29Q192,2020,Q192,I.S. 192 The Linden,342900010192,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1963-07-01T00:00:00.000,Open,Q192,109-89 204 STREET,NY,1052764.0,196584.0,-73.752885,40.705989,412.0,27.0,50800.0,4109440301.0,QN07,Hollis,HARRIET DIAZ,Principal,718-479-5540,718-217-4645,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,412.0,103.0,29
29Q208 - P.S./I.S. 208,64.0,69.0,71.0,79.0,74.0,76.0,64.0,52.0,73.0,57.0,59.0,75.0,29Q208,2020,Q208,P.S./I.S. 208,342900010208,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2003-02-25T00:00:00.000,Open,Q208,74-30 COMMONWEALTH BLVD,NY,1059722.0,210554.0,-73.727632,40.744276,413.0,23.0,156700.0,4078700070.0,QN43,Bellerose,JAMES PHILEMY,Principal,718-468-6420,718-468-5054,26,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,413.0,105.0,29
29Q238 - I.S. 238 - Susan B. Anthony Academy,61.0,66.0,65.0,77.0,76.0,74.0,56.0,37.0,67.0,52.0,49.0,73.0,29Q238,2020,Q238,I.S. 238 - Susan B. Anthony Academy,342900010238,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1972-07-01T00:00:00.000,Open,Q238,88-15 182 STREET,NY,1045336.0,199025.0,-73.779653,40.712743,412.0,27.0,47000.0,4099190006.0,QN61,Jamaica,Peter Leddy,Principal,718-297-9821,718-658-5288,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,412.0,103.0,29
29Q243 - Institute for Health Professions at Cambria Heights,69.0,82.0,70.0,83.0,81.0,91.0,63.0,69.0,77.0,58.0,75.0,82.0,29Q243,2020,Q243,Institute for Health Professions at Cambria Height,342900011243,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,Q490,207- 01 116TH  AVENUE,NY,1054589.0,193965.0,-73.74633,40.698786,413.0,27.0,53401.0,4110490001.0,QN33,Cambria Heights,Gareth Robinson,I.A. Principal,718-723-7301,718-723-7306,29,29,,,NYCDOE Citywide Office - Affinity Schools,,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",413.0,105.0,29
29Q248 - Queens Preparatory Academy,61.0,75.0,65.0,79.0,81.0,81.0,57.0,58.0,71.0,54.0,58.0,76.0,29Q248,2020,Q248,Queens Preparatory Academy,342900011248,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2005-07-01T00:00:00.000,Open,Q420,143-10 SPRINGFIELD BOULEVARD,NY,1051454.0,183115.0,-73.757744,40.66903,412.0,31.0,33000.0,4130570056.0,QN02,Springfield Gardens North,TASHON HAYWOOD,Principal,718-712-2304,718-712-3273,29,29,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",412.0,113.0,29
29Q259 - Pathways College Preparatory School: A College Board School,63.0,69.0,62.0,77.0,78.0,75.0,58.0,50.0,72.0,55.0,60.0,73.0,29Q259,2020,Q259,Pathways College Preparatory School: A College Boa,342900011259,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,Q192,109-89 204 STREET,NY,1052764.0,196584.0,-73.752885,40.705989,412.0,27.0,50800.0,4109440301.0,QN07,Hollis,FIA DAVIS,Principal,718-454-4957,718-454-4892,29,29,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",412.0,103.0,29
29Q265 - Excelsior Preparatory High School,68.0,79.0,68.0,84.0,81.0,88.0,63.0,52.0,82.0,56.0,67.0,80.0,29Q265,2020,Q265,Excelsior Preparatory High School,342900011265,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2004-09-08T00:00:00.000,Open,Q420,143-10 SPRINGFIELD BOULEVARD,NY,1051454.0,183115.0,-73.757744,40.66903,412.0,31.0,33000.0,4130570056.0,QN02,Springfield Gardens North,LILLY LUCAS,Principal,718-525-6507,718-525-6276,29,29,,,NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 1- Queens South,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",412.0,113.0,29
29Q268 - P.S./I.S. 268,58.0,59.0,60.0,70.0,70.0,64.0,51.0,47.0,64.0,46.0,51.0,70.0,29Q268,2020,Q268,P.S./I.S. 268,342900010268,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",2003-07-01T00:00:00.000,Open,Q268,92-07 175 STREET,NY,1043800.0,197165.0,-73.78521,40.707648,412.0,27.0,44400.0,4102150001.0,QN61,Jamaica,LISSA GRANT STEWART,Principal,718-206-3240,718-206-2938,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",School Support Team 4- Queens South,,,,412.0,103.0,29
